instrument_id,isin,name,asset_type,ticker,currency,market,country,sector,industry,manual_source,notes
GGRP,,Glimpse Group Inc (The),stock,GGRP,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GGT-P-E,,Gabelli Multimedia Trust Inc,stock,GGT-P-E,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GGT-P-G,,Gabelli Multimedia Trust Inc,stock,GGT-P-G,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GGT-R-W,,Gabelli MultiMedia Trust Inc The Rights expiring July 22 2024 Rights when issued,stock,GGT-R-W,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GH,,Guardant Health Inc,stock,GH,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GHC,,Graham Holdings Co. - Class B,stock,GHC,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GHG,,GreenTree Hospitality Group Ltd,stock,GHG,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GHI,,Greystone Housing Impact Investors LP,stock,GHI,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GHM,,Graham Corp,stock,GHM,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GHRS,,GH Research PLC,stock,GHRS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIACU,,Gesher I Acquisition Corp - Units (1 Ord Share & 1/2 War),stock,GIACU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIB,,CGI Inc - Class A,stock,GIB,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIBO,,GIBO Holdings Ltd,stock,GIBO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIBOW,,GIBO Holdings Ltd Warrants,stock,GIBOW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIC,,Global Industrial Company,stock,GIC,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIFI,,Gulf Island Fabrication Inc,stock,GIFI,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIFT,,RDE Inc,stock,GIFT,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIG,,GigCapital7 Corp - Class A,stock,GIG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIGGU,,GigCapital7 Corp - Units (1 Ord Class A & 1/3Warr),stock,GIGGU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIGGW,,GigCapital7 Corp - Warrants (01/01/9999),stock,GIGGW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIGM,,Gigamedia,stock,GIGM,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIII,,G-III Apparel Group Ltd,stock,GIII,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIL,,Gildan Activewear Inc,stock,GIL,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GILD,,Gilead Sciences Inc,stock,GILD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GILT,,Gilat Satellite Networks,stock,GILT,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIPR,,Generation Income Properties Inc,stock,GIPR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIPRW,,Generation Income Properties Inc - Warrants (03/09/2026),stock,GIPRW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIS,,General Mills Inc,stock,GIS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GITS,,Global Interactive Technologies Inc Common Stock,stock,GITS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIW,,GigInternational1 Inc,stock,GIW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIWWR,,GigCapital8 Corp Rights,stock,GIWWR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIWWU,,GigCapital8 Corp - Units (1 Ord Cls A & 1 Rts),stock,GIWWU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIWWW,,GigInternational1 Inc - Warrants (19/04/2026),stock,GIWWW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIX,,GigCapital9 Corp,stock,GIX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIXXR,,GigCapital9 Corp Rights,stock,GIXXR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GIXXU,,GigCapital9 Corp - Units (1 Ord Class A & 1 Rts),stock,GIXXU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GJH,,Synthetic FixedIncome Securities Inc 6375 STRATS Cl A1,stock,GJH,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GJO,,Synthetic FixedIncome Securities Inc Synthetic FixedIncome Securities Inc on behalf of STRATSSM Trust for WalMart Stores Inc Securities Series 2004,stock,GJO,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GJP,,Synthetic FixedIncome Securities Inc Synthetic FixedIncome Securities Inc on behalf of STRATS SM Trust for Dominion Resources Inc Securities Series 2,stock,GJP,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GJR,,Synthetic FixedIncome Securities Inc STRATS Trust for ProcterGamble Securities Series 20061,stock,GJR,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GJS,,Synthetic Fixed-Income Securities Inc,stock,GJS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GJT,,Synthetic FixedIncome Securities Inc Synthetic FixedIncome Securities Inc Floating Rate Structured Repackaged AssetBacked Trust Securities Certificates,stock,GJT,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GKOS,,Glaukos Corporation,stock,GKOS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GL,,Globe Life Inc,stock,GL,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GL-P-D,,Globe Life Inc,stock,GL-P-D,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLAD,,Gladstone Capital Corp,stock,GLAD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLBAV,,GCI Liberty Inc,stock,GLBAV,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLBE,,Global E Online Ltd,stock,GLBE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLBKV,,GCI Liberty Inc,stock,GLBKV,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLBLW,,Cartesian Growth Corp - Warrants (26/02/2028),stock,GLBLW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLBS,,Globus Maritime Ltd,stock,GLBS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLDD,,Great Lakes Dredge & Dock Corporation,stock,GLDD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLE,,Global Engine Group Holding Ltd,stock,GLE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLED-U,,GalaxyEdge Acquisition Corp - Units (1 Ord Shs & 1 Rts),stock,GLED-U,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLIBA,,GCI Liberty Inc - Class A,stock,GLIBA,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLIBK,,GCI Liberty Inc,stock,GLIBK,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLIBR,,GCI Liberty Inc,stock,GLIBR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLMD,,Galmed Pharmaceuticals Ltd,stock,GLMD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLND,,Greenland Energy Company,stock,GLND,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLNG,,Golar Lng,stock,GLNG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLOB,,Globant S.A.,stock,GLOB,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLOO,,Gloo Holdings Inc - Class A,stock,GLOO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLOP-P-A,,Gaslog Partners LP,stock,GLOP-P-A,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLOP-P-B,,Gaslog Partners LP,stock,GLOP-P-B,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLOP-P-C,,Gaslog Partners LP,stock,GLOP-P-C,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLP,,Global Partners LP,stock,GLP,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLP-P-B,,Global Partners LP,stock,GLP-P-B,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLPG,,Galapagos NV,stock,GLPG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLPI,,Gaming and Leisure Properties Inc,stock,GLPI,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLRE,,Greenlight Capital Re Ltd - Class A,stock,GLRE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLSI,,Greenwich LifeSciences Inc,stock,GLSI,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLT,,,stock,GLT,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLUE,,Monte Rosa Therapeutics Inc,stock,GLUE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLW,,Corning Inc,stock,GLW,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLWG,,Leverage Shares 2X Long GLW Daily ETF,stock,GLWG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLXG,,Galaxy Payroll Group Ltd,stock,GLXG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLXY,,Galaxy Digital,stock,GLXY,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GLYC,,,stock,GLYC,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GM,,General Motors Company,stock,GM,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GMAB,,Genmab,stock,GMAB,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GME,,Gamestop Corporation - Class A,stock,GME,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GME-WS,,Gamestop Corporation - Warrants (30/10/2026),stock,GME-WS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GMED,,Globus Medical Inc - Class A,stock,GMED,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GMEX,,GMEX ROBOTICS Corp Cl A Ord,stock,GMEX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GMGT,,Gaming Technologies Inc,stock,GMGT,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GMHS,,Gamehaus Holdings Inc,stock,GMHS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GMM,,Global Mofy Metaverse Ltd,stock,GMM,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNE,,Genie Energy Ltd - Class B,stock,GNE,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNK,,Genco Shipping & Trading Ltd,stock,GNK,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNL,,Global Net Lease Inc,stock,GNL,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNL-P-A,,Global Net Lease Inc,stock,GNL-P-A,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNL-P-B,,Global Net Lease Inc,stock,GNL-P-B,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNL-P-D,,Global Net Lease Inc,stock,GNL-P-D,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNL-P-E,,Global Net Lease Inc,stock,GNL-P-E,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNLN,,Greenlane Holdings Inc - Class A,stock,GNLN,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNLX,,Genelux Corp,stock,GNLX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNPX,,Genprex Inc,stock,GNPX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNRC,,Generac Holdings Inc,stock,GNRC,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNS-R,,Genius Group Ltd Rights expiring February 14 2025 Rights,stock,GNS-R,USD,AMEX,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNS-R-W,,Genius Group Ltd Rights expiring February 14 2025 Rights when issued,stock,GNS-R-W,USD,AMEX,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNSS,,Genasys Inc,stock,GNSS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNT-P-A,,GAMCO Natural Resources Gold & Income Trust,stock,GNT-P-A,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNTA,,Genenta Science SpA,stock,GNTA,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNTX,,Gentex Corp,stock,GNTX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GNW,,Genworth Financial Inc - Class A,stock,GNW,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GO,,Grocery Outlet Holding Corp,stock,GO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOCO,,GoHealth Inc - Class A,stock,GOCO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GODN,,Golden Star Acquisition Corp,stock,GODN,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GODNR,,Golden Star Acquisition Corp,stock,GODNR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GODNU,,Golden Star Acquisition Corp - Units (1 Ord & 1 Right ),stock,GODNU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOGL,,Golden Ocean Group Ltd,stock,GOGL,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOGO,,Gogo Inc,stock,GOGO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOLD,,Gold.com Inc,stock,GOLD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOLF,,Acushnet Holdings Corp,stock,GOLF,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOLS,,Gabelli Opportunities in Live and Sports ETF,stock,GOLS,USD,NYSE ARCA,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOOD,,Gladstone Commercial Corp,stock,GOOD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOODN,,Gladstone Commercial Corp,stock,GOODN,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOODO,,Gladstone Commercial Corp,stock,GOODO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOOG,,Alphabet Inc - Class C,stock,GOOG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOOGL,,Alphabet Inc - Class A,stock,GOOGL,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOOS,,Canada Goose Holdings Inc (Subord Vot Shs),stock,GOOS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOSS,,Gossamer Bio Inc,stock,GOSS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOTU,,Gaotu Techedu Inc,stock,GOTU,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GOVX,,Geovax Labs Inc,stock,GOVX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GP,,GreenPower Motor Company Inc,stock,GP,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPACU,,General Purpose Acquisition Corp - Units (1 Ord Cls A & 1/2 War),stock,GPACU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPACW,,Global Partner Acquisition Corp Wt Exp 07012020,stock,GPACW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPAT,,GP-Act III Acquisition Corp - Class A,stock,GPAT,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPATU,,GP-Act III Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),stock,GPATU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPATW,,GP-Act III Acquisition Corp - Warrants (09/05/2029),stock,GPATW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPC,,Genuine Parts Company,stock,GPC,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPCR,,Structure Therapeutics Inc,stock,GPCR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPGI,,CompoSecure Inc - Class A,stock,GPGI,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPI,,Group 1 Automotive Inc,stock,GPI,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPJA,,Georgia Power Company,stock,GPJA,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPK,,Graphic Packaging Holding Company,stock,GPK,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPMT,,Granite Point Mortgage Trust Inc,stock,GPMT,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPMT-P-A,,Granite Point Mortgage Trust Inc,stock,GPMT-P-A,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPN,,Global Payments Inc,stock,GPN,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPOR,,Gulfport Energy Corp (New),stock,GPOR,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPRE,,Green Plains Inc,stock,GPRE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPRK,,Geopark Ltd,stock,GPRK,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPRO,,GoPro Inc - Class A,stock,GPRO,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPUS,,Hyperscale Data Inc Com Par,stock,GPUS,USD,AMEX,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GPUS-P-D,,Hyperscale Data Inc Pfd Ser D 13.00,stock,GPUS-P-D,USD,AMEX,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GQGU,,The Advisors Inner Circle Fund III GQG US Equity,stock,GQGU,USD,NYSE ARCA,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRAB,,Grab Holdings Ltd - Class A,stock,GRAB,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRABW,,Grab Holdings Ltd - Warrants (01/12/2026),stock,GRABW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRAG,,Leverage Shares 2X Long GRAB Daily ETF,stock,GRAG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRAL,,GRAIL Inc,stock,GRAL,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRALV,,GRAIL Inc,stock,GRALV,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRAN,,Grande Group Ltd - Class A,stock,GRAN,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRBK,,Green Brick Partners Inc,stock,GRBK,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRBK-P-A,,Green Brick Partners Inc,stock,GRBK-P-A,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRC,,Gorman-Rupp Company,stock,GRC,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRCE,,Acasti Pharma Inc,stock,GRCE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRCL,,Gracell Biotechnologies Inc,stock,GRCL,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRDN,,Guardian Pharmacy Services Inc,stock,GRDN,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRDX,,Entero Therapeutics Inc,stock,GRDX,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GREE,,Greenidge Generation Holdings Inc - Class A,stock,GREE,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GREEL,,Greenidge Generation Holdings Inc,stock,GREEL,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRFS,,Grifols SA,stock,GRFS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRI,,GRI Bio Inc,stock,GRI,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRIN,,Grindrod Shipping Holdings Ltd,stock,GRIN,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRML,,Greenland Mines Ltd,stock,GRML,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRMLW,,Greenland Mines Ltd - Warrants(21/06/2029),stock,GRMLW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRMN,,Garmin Ltd,stock,GRMN,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRNA,,GreenLight Biosciences Inc,stock,GRNA,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRNAW,,GreenLight Biosciences Holdings PBC - Warrants (30/09/2027),stock,GRNAW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRND,,Grindr Inc - Class A,stock,GRND,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRND-WS,,Grindr Inc Warrants each exercisable for one share of Common Stock at an exercise price of 11.50 per share,stock,GRND-WS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRNQ,,Greenpro Capital Corp,stock,GRNQ,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRNT,,Granite Ridge Resources Inc - Class A,stock,GRNT,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRNT-WS,,Granite Ridge Resources Inc Warrants to purchase Common Stock each whole warrant exercisable for one share of common stock at an exercise price of 11.50 per s,stock,GRNT-WS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRO,,Brazil Potash Corp,stock,GRO,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GROV,,Grove Collaborative Holdings Inc - Class A,stock,GROV,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GROW,,U.S. Global Investors Inc - Class A,stock,GROW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRP-U,,Granite Real Estate Investment Trust - Units,stock,GRP-U,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRPN,,Groupon Inc,stock,GRPN,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRRR,,Gorilla Technology Group Inc,stock,GRRR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRRRW,,Gorilla Technology Group Inc - Warrants (13/07/2027),stock,GRRRW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRTS,,,stock,GRTS,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRTUF,,Granite Real Estate Investment Trust,stock,GRTUF,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRVY,,Gravity Co Ltd,stock,GRVY,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRWG,,GrowGeneration Corp,stock,GRWG,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GRYP,,Akerna Corp,stock,GRYP,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GS,,Goldman Sachs Group Inc,stock,GS,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GS-P-A,,Goldman Sachs Group Inc,stock,GS-P-A,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GS-P-C,,Goldman Sachs Group Inc,stock,GS-P-C,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GS-P-D,,Goldman Sachs Group Inc,stock,GS-P-D,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSAT,,Globalstar Inc,stock,GSAT,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSBC,,Great Southern Bancorp Inc,stock,GSBC,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSBD,,Goldman Sachs BDC Inc,stock,GSBD,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSDWW,,Global Systems Dynamics Inc Wt Exp,stock,GSDWW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSHD,,Goosehead Insurance Inc - Class A,stock,GSHD,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSHR,,Gesher Acquisition Corp II - Class A,stock,GSHR,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSHRU,,Gesher Acquisition Corp II - Units (1 Ord Cls A & 1/2 War),stock,GSHRU,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSHRW,,Gesher Acquisition Corp II - Warrants (11/03/2030),stock,GSHRW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSIT,,GSI Technology Inc,stock,GSIT,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSIW,,Garden Stage Ltd,stock,GSIW,USD,NASDAQ,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSK,,GSK Plc,stock,GSK,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSL,,Global Ship Lease Inc - Class A,stock,GSL,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
GSL-P-B,,Global Ship Lease Inc,stock,GSL-P-B,USD,NYSE,US,,,alpha_vantage:listing_status,Alpha Vantage listing status
