instrument_id,date,close,source
atex.us,NaT,38.5,stooq:us
atgl.us,NaT,15.6,stooq:us
athe.us,NaT,3.31,stooq:us
athr.us,NaT,2.64,stooq:us
atii.us,NaT,10.41,stooq:us
atiiu.us,NaT,10.51,stooq:us
atiiw.us,NaT,0.45,stooq:us
atlc.us,NaT,52.78,stooq:us
atlcl.us,NaT,25.05,stooq:us
atlcp.us,NaT,22.18,stooq:us
atlcz.us,NaT,24.95,stooq:us
atln.us,NaT,3.0409,stooq:us
atlo.us,NaT,27.7,stooq:us
atlx.us,NaT,4.205,stooq:us
atmc.us,NaT,15.7,stooq:us
atmcu.us,NaT,15.2,stooq:us
atmvu.us,NaT,11.2,stooq:us
atni.us,NaT,28.1,stooq:us
atom.us,NaT,3.79,stooq:us
aton.us,NaT,0.306,stooq:us
atos.us,NaT,4.79,stooq:us
atpc.us,NaT,2.64,stooq:us
atra.us,NaT,4.59,stooq:us
atrc.us,NaT,28.88,stooq:us
atro.us,NaT,65.19,stooq:us
atxg.us,NaT,4.31,stooq:us
atyr.us,NaT,0.75001,stooq:us
aubn.us,NaT,23.75,stooq:us
audc.us,NaT,8.32,stooq:us
augo.us,NaT,71.59,stooq:us
auid.us,NaT,1.26,stooq:us
auph.us,NaT,14.3,stooq:us
aur.us,NaT,3.885,stooq:us
aura.us,NaT,6.3,stooq:us
aure.us,NaT,1.86,stooq:us
aurow.us,NaT,0.1858,stooq:us
autl.us,NaT,1.225,stooq:us
auud.us,NaT,0.7405,stooq:us
avah.us,NaT,6.31,stooq:us
avav.us,NaT,186.405,stooq:us
avbh.us,NaT,28.035,stooq:us
avbp.us,NaT,21.43,stooq:us
avgo.us,NaT,300.87,stooq:us
avir.us,NaT,5.09,stooq:us
avnw.us,NaT,23.06,stooq:us
avo.us,NaT,13.925,stooq:us
avos.us,NaT,23.9,stooq:us
avpt.us,NaT,9.53,stooq:us
avr.us,NaT,5.12,stooq:us
avt.us,NaT,60.47,stooq:us
avtx.us,NaT,13.73,stooq:us
avx.us,NaT,0.55,stooq:us
avxl.us,NaT,2.76,stooq:us
avxx.us,NaT,10.5,stooq:us
awre.us,NaT,1.25,stooq:us
axg.us,NaT,3.65,stooq:us
axgn.us,NaT,31.04,stooq:us
axin.us,NaT,10.13,stooq:us
axinr.us,NaT,0.19,stooq:us
axinu.us,NaT,10.29,stooq:us
axon.us,NaT,431.26,stooq:us
axpg.us,NaT,10.66,stooq:us
axsm.us,NaT,155.75,stooq:us
axti.us,NaT,64.7,stooq:us
aytu.us,NaT,2.59,stooq:us
az.us,NaT,6.55,stooq:us
azi.us,NaT,2.22,stooq:us
azn.us,NaT,193.83,stooq:us
azta.us,NaT,20.2,stooq:us
azyy.us,NaT,15.79,stooq:us
babu.us,NaT,13.1,stooq:us
bacc.us,NaT,10.19,stooq:us
baccr.us,NaT,0.3,stooq:us
baccu.us,NaT,10.39,stooq:us
bacqr.us,NaT,0.7512,stooq:us
bacqu.us,NaT,11.0,stooq:us
baer.us,NaT,1.85,stooq:us
baerw.us,NaT,0.3,stooq:us
bafn.us,NaT,6.36,stooq:us
baiv.us,NaT,23.08,stooq:us
balq.us,NaT,45.4,stooq:us
band.us,NaT,17.11,stooq:us
banf.us,NaT,107.21,stooq:us
banfp.us,NaT,26.3,stooq:us
banl.us,NaT,0.915,stooq:us
banr.us,NaT,60.3,stooq:us
banx.us,NaT,18.7,stooq:us
banxr.us,NaT,0.02,stooq:us
baos.us,NaT,2.52,stooq:us
batra.us,NaT,46.46,stooq:us
batrk.us,NaT,41.92,stooq:us
baya.us,NaT,11.85,stooq:us
bayar.us,NaT,0.167,stooq:us
bayau.us,NaT,11.87,stooq:us
bbb.us,NaT,26.37,stooq:us
bbcp.us,NaT,7.115,stooq:us
bbcq.us,NaT,10.01,stooq:us
bbcqu.us,NaT,10.3,stooq:us
bbcqw.us,NaT,0.9625,stooq:us
bbgi.us,NaT,3.5821,stooq:us
bbio.us,NaT,69.1001,stooq:us
bblg.us,NaT,1.11,stooq:us
bbnx.us,NaT,10.76,stooq:us
bbot.us,NaT,8.92,stooq:us
bbsi.us,NaT,29.36,stooq:us
bbyy.us,NaT,13.2,stooq:us
bcab.us,NaT,0.161,stooq:us
bcal.us,NaT,17.62,stooq:us
bcar.us,NaT,10.1307,stooq:us
bcaru.us,NaT,10.65,stooq:us
bcarw.us,NaT,0.5991,stooq:us
bcax.us,NaT,19.13,stooq:us
bcbp.us,NaT,8.71,stooq:us
bcda.us,NaT,1.15,stooq:us
bcfn.us,NaT,20.38,stooq:us
bcg.us,NaT,2.06,stooq:us
bcgww.us,NaT,0.1,stooq:us
bcic.us,NaT,7.4,stooq:us
bcml.us,NaT,29.49,stooq:us
bcpc.us,NaT,168.9,stooq:us
bcrx.us,NaT,9.28,stooq:us
bctk.us,NaT,23.0,stooq:us
bctx.us,NaT,3.77,stooq:us
bctxl.us,NaT,1.0,stooq:us
bctxz.us,NaT,0.1342,stooq:us
bcyc.us,NaT,4.33,stooq:us
bdci.us,NaT,10.0,stooq:us
bdciu.us,NaT,10.1,stooq:us
bdciw.us,NaT,0.45,stooq:us
bdmd.us,NaT,1.99,stooq:us
bdmdw.us,NaT,0.1,stooq:us
bdrx.us,NaT,0.67,stooq:us
bdsx.us,NaT,14.14,stooq:us
bdtx.us,NaT,2.03,stooq:us
bdvl.us,NaT,24.31,stooq:us
bdyn.us,NaT,23.91,stooq:us
beag.us,NaT,10.54,stooq:us
beagr.us,NaT,0.2119,stooq:us
beagu.us,NaT,10.8,stooq:us
beam.us,NaT,22.23,stooq:us
beat.us,NaT,1.18,stooq:us
beatw.us,NaT,0.1201,stooq:us
bedy.us,NaT,26.92,stooq:us
beem.us,NaT,1.39,stooq:us
beep.us,NaT,2.31,stooq:us
beg.us,NaT,23.59,stooq:us
belfa.us,NaT,192.77,stooq:us
belfb.us,NaT,197.26,stooq:us
benf.us,NaT,3.1797,stooq:us
benfw.us,NaT,0.0103,stooq:us
betr.us,NaT,31.0,stooq:us
betrw.us,NaT,0.2366,stooq:us
bfc.us,NaT,133.28,stooq:us
bfrg.us,NaT,1.05,stooq:us
bfri.us,NaT,0.8189,stooq:us
bfriw.us,NaT,0.0411,stooq:us
bfst.us,NaT,26.89,stooq:us
bgc.us,NaT,9.4355,stooq:us
bgin.us,NaT,2.23,stooq:us
bgl.us,NaT,1.17,stooq:us
bglc.us,NaT,2.33,stooq:us
bglww.us,NaT,0.1725,stooq:us
bgm.us,NaT,0.4713,stooq:us
bgms.us,NaT,0.9999,stooq:us
bgmsp.us,NaT,0.943549,stooq:us
bhatf.us,NaT,0.069,stooq:us
bhavu.us,NaT,9.96,stooq:us
bhdg.us,NaT,26.17,stooq:us
bhf.us,NaT,60.0,stooq:us
bhfal.us,NaT,16.565,stooq:us
bhfam.us,NaT,10.79,stooq:us
bhfan.us,NaT,12.1,stooq:us
bhfao.us,NaT,15.3101,stooq:us
bhfap.us,NaT,14.88,stooq:us
bhrb.us,NaT,61.465,stooq:us
bhst.us,NaT,4.4,stooq:us
biaf.us,NaT,3.96,stooq:us
bidg.us,NaT,11.12,stooq:us
bidu.us,NaT,108.08,stooq:us
biib.us,NaT,186.16,stooq:us
bili.us,NaT,22.12,stooq:us
bioa.us,NaT,16.15,stooq:us
biox.us,NaT,0.397,stooq:us
bird.us,NaT,3.12,stooq:us
bitf.us,NaT,2.0,stooq:us
bivi.us,NaT,1.3433,stooq:us
biviw.us,NaT,0.28,stooq:us
bixi.us,NaT,9.9,stooq:us
bixiu.us,NaT,10.0,stooq:us
bixiw.us,NaT,0.3337,stooq:us
biya.us,NaT,1.45,stooq:us
bjdx.us,NaT,1.96,stooq:us
bjri.us,NaT,34.93,stooq:us
bkha.us,NaT,11.59,stooq:us
bkhar.us,NaT,1.3,stooq:us
bkhau.us,NaT,11.7,stooq:us
bkmi.us,NaT,26.05,stooq:us
bkms.us,NaT,25.51,stooq:us
bkng.us,NaT,4065.0,stooq:us
bkr.us,NaT,64.07,stooq:us
bkyi.us,NaT,0.5799,stooq:us
bl.us,NaT,36.42,stooq:us
blbd.us,NaT,55.77,stooq:us
bldp.us,NaT,2.42,stooq:us
blfs.us,NaT,18.6,stooq:us
blfy.us,NaT,12.77,stooq:us
blin.us,NaT,0.85,stooq:us
bliv.us,NaT,2.99,stooq:us
blkb.us,NaT,38.135,stooq:us
blln.us,NaT,69.55,stooq:us
blmn.us,NaT,5.245,stooq:us
blne.us,NaT,2.2,stooq:us
blnk.us,NaT,0.5483,stooq:us
blrk.us,NaT,9.9,stooq:us
blrku.us,NaT,10.03,stooq:us
blrkw.us,NaT,0.33,stooq:us
blrx.us,NaT,2.25,stooq:us
blsg.us,NaT,4.565,stooq:us
blte.us,NaT,152.86,stooq:us
bluw.us,NaT,10.28,stooq:us
bluwu.us,NaT,10.9956,stooq:us
bluww.us,NaT,0.5,stooq:us
blze.us,NaT,3.43,stooq:us
blzr.us,NaT,10.01,stooq:us
blzru.us,NaT,10.2,stooq:us
blzrw.us,NaT,0.4294,stooq:us
bmbl.us,NaT,3.29,stooq:us
bmea.us,NaT,1.32,stooq:us
bmgl.us,NaT,0.5415,stooq:us
bmhl.us,NaT,3.38,stooq:us
bmm.us,NaT,5.94,stooq:us
bmng.us,NaT,1.15,stooq:us
bmop.us,NaT,24.49,stooq:us
bmr.us,NaT,1.42,stooq:us
bmra.us,NaT,2.02,stooq:us
bmrc.us,NaT,25.66,stooq:us
bmrn.us,NaT,54.42,stooq:us
bnai.us,NaT,36.11,stooq:us
bnaiw.us,NaT,0.27,stooq:us
bnbx.us,NaT,0.69,stooq:us
bnc.us,NaT,2.92,stooq:us
bncww.us,NaT,0.0306,stooq:us
bndp.us,NaT,74.17,stooq:us
bngo.us,NaT,1.13,stooq:us
bnkk.us,NaT,2.61,stooq:us
bnr.us,NaT,16.36,stooq:us
bnrg.us,NaT,0.6375,stooq:us
bntc.us,NaT,10.23,stooq:us
bntx.us,NaT,85.87,stooq:us
bnzi.us,NaT,1.07,stooq:us
bnziw.us,NaT,0.0143,stooq:us
bodi.us,NaT,10.625,stooq:us
bof.us,NaT,3.39,stooq:us
bokf.us,NaT,125.87,stooq:us
bold.us,NaT,1.09,stooq:us
bolt.us,NaT,4.565,stooq:us
bon.us,NaT,1.35,stooq:us
boom.us,NaT,5.28,stooq:us
bosc.us,NaT,5.14,stooq:us
botj.us,NaT,20.6,stooq:us
boxl.us,NaT,1.21,stooq:us
bpac.us,NaT,10.0,stooq:us
bpacr.us,NaT,0.19,stooq:us
bpacu.us,NaT,10.15,stooq:us
bpop.us,NaT,131.0,stooq:us
bpopm.us,NaT,25.29,stooq:us
bprn.us,NaT,33.6,stooq:us
bpypm.us,NaT,16.02,stooq:us
bpypn.us,NaT,13.266,stooq:us
bpypo.us,NaT,14.8,stooq:us
bpypp.us,NaT,15.35,stooq:us
brag.us,NaT,1.67,stooq:us
brai.us,NaT,21.4552,stooq:us
brbi.us,NaT,14.2907,stooq:us
brcb.us,NaT,12.29,stooq:us
brem.us,NaT,49.51,stooq:us
bres.us,NaT,23.44,stooq:us
brfh.us,NaT,2.68,stooq:us
brid.us,NaT,7.44,stooq:us
brkr.us,NaT,33.375,stooq:us
brkrp.us,NaT,280.0,stooq:us
brls.us,NaT,1.39,stooq:us
brlsw.us,NaT,0.0598,stooq:us
brlt.us,NaT,1.28,stooq:us
brns.us,NaT,0.521,stooq:us
brr.us,NaT,2.065,stooq:us
brrwu.us,NaT,5.71,stooq:us
brrww.us,NaT,0.27,stooq:us
brtx.us,NaT,0.284,stooq:us
brze.us,NaT,23.0,stooq:us
bsaa.us,NaT,10.26,stooq:us
bsaar.us,NaT,0.15,stooq:us
bsaau.us,NaT,10.4,stooq:us
bsbk.us,NaT,8.18,stooq:us
bset.us,NaT,14.28,stooq:us
bsmz.us,NaT,25.07,stooq:us
bsrr.us,NaT,33.48,stooq:us
bsvn.us,NaT,39.6,stooq:us
bsy.us,NaT,34.78,stooq:us
btai.us,NaT,1.28,stooq:us
btbd.us,NaT,1.69,stooq:us
btbt.us,NaT,1.265,stooq:us
btcs.us,NaT,1.391,stooq:us
btct.us,NaT,1.13,stooq:us
btdr.us,NaT,8.6,stooq:us
btm.us,NaT,2.13,stooq:us
btmd.us,NaT,1.32,stooq:us
btmww.us,NaT,0.0245,stooq:us
btoc.us,NaT,0.2614,stooq:us
btog.us,NaT,2.27,stooq:us
btq.us,NaT,2.15,stooq:us
btsg.us,NaT,42.08,stooq:us
btsgu.us,NaT,140.27,stooq:us
bttc.us,NaT,1.25,stooq:us
bu.us,NaT,19.56,stooq:us
bull.us,NaT,4.83,stooq:us
bullw.us,NaT,1.3,stooq:us
bulx.us,NaT,2.42,stooq:us
buse.us,NaT,24.81,stooq:us
busep.us,NaT,25.62,stooq:us
buuu.us,NaT,13.21,stooq:us
bvc.us,NaT,9.46,stooq:us
bvfl.us,NaT,18.7,stooq:us
bvs.us,NaT,9.01,stooq:us
bway.us,NaT,12.87,stooq:us
bwb.us,NaT,17.52,stooq:us
bwbbp.us,NaT,20.02,stooq:us
bwen.us,NaT,1.96,stooq:us
bwfg.us,NaT,47.89,stooq:us
bwin.us,NaT,21.09,stooq:us
bwmn.us,NaT,28.67,stooq:us
byah.us,NaT,1.02,stooq:us
byfc.us,NaT,7.12,stooq:us
bynd.us,NaT,0.6442,stooq:us
byrn.us,NaT,9.15,stooq:us
bysi.us,NaT,1.58,stooq:us
bz.us,NaT,13.19,stooq:us
bzai.us,NaT,1.76,stooq:us
bzaiw.us,NaT,0.41,stooq:us
bzfd.us,NaT,0.585,stooq:us
bzfdw.us,NaT,0.015,stooq:us
bzun.us,NaT,2.1,stooq:us
caas.us,NaT,4.15,stooq:us
caba.us,NaT,2.7,stooq:us
cabr.us,NaT,1.2,stooq:us
cac.us,NaT,46.37,stooq:us
cacc.us,NaT,420.88,stooq:us
cadl.us,NaT,4.47,stooq:us
caep.us,NaT,10.29,stooq:us
cai.us,NaT,16.86,stooq:us
caiq.us,NaT,23.29,stooq:us
cake.us,NaT,54.66,stooq:us
calc.us,NaT,0.56,stooq:us
calm.us,NaT,78.01,stooq:us
camp.us,NaT,4.535,stooq:us
camt.us,NaT,144.46,stooq:us
can.us,NaT,0.4194,stooq:us
capn.us,NaT,10.95,stooq:us
capnr.us,NaT,0.22,stooq:us
capnu.us,NaT,10.9,stooq:us
capr.us,NaT,29.05,stooq:us
caps.us,NaT,0.65,stooq:us
capt.us,NaT,0.56,stooq:us
captw.us,NaT,0.0591,stooq:us
caq.us,NaT,10.1,stooq:us
caquu.us,NaT,10.0,stooq:us
car.us,NaT,138.67,stooq:us
care.us,NaT,23.14,stooq:us
carg.us,NaT,35.34,stooq:us
carl.us,NaT,9.66,stooq:us
cart.us,NaT,36.69,stooq:us
cash.us,NaT,88.7,stooq:us
cass.us,NaT,43.41,stooq:us
cast.us,NaT,4.02,stooq:us
casy.us,NaT,712.75,stooq:us
caty.us,NaT,49.41,stooq:us
cban.us,NaT,19.59,stooq:us
cbat.us,NaT,0.8071,stooq:us
cbc.us,NaT,23.75,stooq:us
cbfv.us,NaT,35.4,stooq:us
cbio.us,NaT,15.07,stooq:us
cbk.us,NaT,25.92,stooq:us
cbll.us,NaT,17.77,stooq:us
cbnk.us,NaT,29.625,stooq:us
cbrl.us,NaT,27.32,stooq:us
cbsh.us,NaT,48.2,stooq:us
cbus.us,NaT,1.9,stooq:us
ccap.us,NaT,12.41,stooq:us
ccb.us,NaT,73.645,stooq:us
ccbg.us,NaT,43.25,stooq:us
ccc.us,NaT,5.825,stooq:us
cccc.us,NaT,2.42,stooq:us
cccxu.us,NaT,15.0,stooq:us
ccd.us,NaT,20.72,stooq:us
ccec.us,NaT,20.08,stooq:us
ccep.us,NaT,92.16,stooq:us
ccg.us,NaT,0.7555,stooq:us
ccgww.us,NaT,0.0255,stooq:us
cchh.us,NaT,0.6533,stooq:us
ccii.us,NaT,10.23,stooq:us
cciiu.us,NaT,10.37,stooq:us
cciiw.us,NaT,0.62,stooq:us
ccix.us,NaT,10.69,stooq:us
ccixu.us,NaT,10.5,stooq:us
ccixw.us,NaT,0.62,stooq:us
ccld.us,NaT,3.55,stooq:us
ccldo.us,NaT,25.6,stooq:us
ccne.us,NaT,28.55,stooq:us
ccnep.us,NaT,25.0,stooq:us
ccoi.us,NaT,17.72,stooq:us
ccrn.us,NaT,9.52,stooq:us
ccsi.us,NaT,23.68,stooq:us
cctg.us,NaT,0.4025,stooq:us
ccxi.us,NaT,10.11,stooq:us
ccxiu.us,NaT,10.2372,stooq:us
ccxiw.us,NaT,0.82,stooq:us
cd.us,NaT,4.14,stooq:us
cdig.us,NaT,24.4,stooq:us
cdio.us,NaT,1.93,stooq:us
cdiow.us,NaT,0.0168,stooq:us
cdlx.us,NaT,0.8972,stooq:us
cdna.us,NaT,16.8,stooq:us
cdnl.us,NaT,37.56,stooq:us
cdns.us,NaT,272.18,stooq:us
cdro.us,NaT,8.2,stooq:us
cdrow.us,NaT,0.63,stooq:us
cdt.us,NaT,7.61,stooq:us
cdtg.us,NaT,0.34,stooq:us
cdttw.us,NaT,0.008,stooq:us
cdw.us,NaT,118.65,stooq:us
cdxs.us,NaT,1.56,stooq:us
cdzi.us,NaT,4.96,stooq:us
cdzip.us,NaT,19.6,stooq:us
ceco.us,NaT,57.02,stooq:us
ceg.us,NaT,303.57,stooq:us
celc.us,NaT,106.19,stooq:us
celh.us,NaT,34.415,stooq:us
celu.us,NaT,1.2,stooq:us
celuw.us,NaT,0.0075,stooq:us
celz.us,NaT,1.99,stooq:us
cenn.us,NaT,0.1099,stooq:us
cent.us,NaT,37.075,stooq:us
centa.us,NaT,32.685,stooq:us
cenx.us,NaT,56.39,stooq:us
cepf.us,NaT,10.22,stooq:us
cepo.us,NaT,10.49,stooq:us
ceps.us,NaT,10.07,stooq:us
cept.us,NaT,10.9,stooq:us
cepv.us,NaT,10.075,stooq:us
cers.us,NaT,1.77,stooq:us
cert.us,NaT,5.8,stooq:us
cetx.us,NaT,0.5448,stooq:us
cety.us,NaT,0.9499,stooq:us
ceva.us,NaT,18.32,stooq:us
cfbk.us,NaT,27.75,stooq:us
cffi.us,NaT,73.0,stooq:us
cffn.us,NaT,6.97,stooq:us
cflt.us,NaT,30.68,stooq:us
cg.us,NaT,46.12,stooq:us
cgabl.us,NaT,17.22,stooq:us
cgbd.us,NaT,11.05,stooq:us
cgc.us,NaT,0.8977,stooq:us
cgct.us,NaT,10.245,stooq:us
cgctu.us,NaT,10.6,stooq:us
cgctw.us,NaT,0.68,stooq:us
cgem.us,NaT,12.76,stooq:us
cgen.us,NaT,2.03,stooq:us
cgnt.us,NaT,7.89,stooq:us
cgnx.us,NaT,45.94,stooq:us
cgo.us,NaT,10.74,stooq:us
cgon.us,NaT,64.62,stooq:us
cgtl.us,NaT,1.05,stooq:us
cgtx.us,NaT,0.765,stooq:us
cha.us,NaT,9.65,stooq:us
chac.us,NaT,9.88,stooq:us
chacr.us,NaT,0.916,stooq:us
chacu.us,NaT,10.3,stooq:us
chai.us,NaT,1.12,stooq:us
char.us,NaT,10.57,stooq:us
charr.us,NaT,0.1401,stooq:us
charu.us,NaT,10.69,stooq:us
chci.us,NaT,16.89,stooq:us
chco.us,NaT,119.75,stooq:us
chdn.us,NaT,84.76,stooq:us
chec.us,NaT,10.07,stooq:us
checu.us,NaT,10.13,stooq:us
checw.us,NaT,0.24,stooq:us
chef.us,NaT,61.1875,stooq:us
chi.us,NaT,10.575,stooq:us
chkp.us,NaT,140.92,stooq:us
chmg.us,NaT,54.3,stooq:us
chnr.us,NaT,4.395,stooq:us
chpg.us,NaT,10.27,stooq:us
chpgr.us,NaT,0.132,stooq:us
chpgu.us,NaT,10.49,stooq:us
chpx.us,NaT,56.53,stooq:us
chr.us,NaT,0.84274,stooq:us
chrd.us,NaT,147.28,stooq:us
chri.us,NaT,76.2,stooq:us
chrs.us,NaT,1.65,stooq:us
chrw.us,NaT,163.675,stooq:us
chscl.us,NaT,25.4,stooq:us
chscm.us,NaT,24.595,stooq:us
chscn.us,NaT,24.86,stooq:us
chsco.us,NaT,26.07,stooq:us
chscp.us,NaT,27.9,stooq:us
chsn.us,NaT,2.58,stooq:us
chtr.us,NaT,219.59,stooq:us
chw.us,NaT,7.04,stooq:us
chy.us,NaT,10.8,stooq:us
chym.us,NaT,16.98,stooq:us
cifg.us,NaT,6.0368,stooq:us
cifr.us,NaT,14.03,stooq:us
cigi.us,NaT,101.26,stooq:us
cigl.us,NaT,1.68,stooq:us
ciit.us,NaT,1.57,stooq:us
cimg.us,NaT,0.03,stooq:us
cinf.us,NaT,154.45,stooq:us
cing.us,NaT,6.45,stooq:us
cingw.us,NaT,0.036,stooq:us
ciso.us,NaT,0.328799,stooq:us
ciss.us,NaT,0.8,stooq:us
civb.us,NaT,22.56,stooq:us
cjmb.us,NaT,1.3,stooq:us
clar.us,NaT,2.7,stooq:us
clbk.us,NaT,17.32,stooq:us
clbt.us,NaT,13.18,stooq:us
cldx.us,NaT,30.24,stooq:us
clfd.us,NaT,27.73,stooq:us
clgn.us,NaT,0.7099,stooq:us
clik.us,NaT,1.71,stooq:us
clir.us,NaT,3.78,stooq:us
clls.us,NaT,3.002,stooq:us
clmb.us,NaT,19.59,stooq:us
clmt.us,NaT,33.83,stooq:us
clne.us,NaT,2.61,stooq:us
clnn.us,NaT,4.71,stooq:us
clov.us,NaT,1.72,stooq:us
clps.us,NaT,0.9191,stooq:us
clpt.us,NaT,9.02,stooq:us
clrb.us,NaT,2.69,stooq:us
clro.us,NaT,3.7,stooq:us
clsk.us,NaT,8.9,stooq:us
clskw.us,NaT,0.275,stooq:us
clst.us,NaT,16.5,stooq:us
clwt.us,NaT,1.17,stooq:us
clym.us,NaT,6.93,stooq:us
cmbm.us,NaT,0.5775,stooq:us
cmbo.us,NaT,101.6,stooq:us
cmco.us,NaT,14.3,stooq:us
cmcsa.us,NaT,28.61,stooq:us
cmcsv.us,NaT,27.46,stooq:us
cmct.us,NaT,0.5601,stooq:us
cme.us,NaT,297.25,stooq:us
cmgg.us,NaT,13.0,stooq:us
cmii.us,NaT,9.83,stooq:us
cmiiu.us,NaT,10.0,stooq:us
cmiiw.us,NaT,0.36,stooq:us
cmmb.us,NaT,1.5,stooq:us
cmnd.us,NaT,0.8183,stooq:us
cmpr.us,NaT,72.48,stooq:us
cmps.us,NaT,5.36,stooq:us
cmpx.us,NaT,5.21,stooq:us
cmrc.us,NaT,2.5,stooq:us
cmtl.us,NaT,3.12,stooq:us
cmtv.us,NaT,31.87,stooq:us
cncg.us,NaT,9.785,stooq:us
cnck.us,NaT,1.68,stooq:us
cnckw.us,NaT,0.175,stooq:us
cndt.us,NaT,1.27,stooq:us
cnet.us,NaT,0.68,stooq:us
cney.us,NaT,0.3827,stooq:us
cnob.us,NaT,26.27,stooq:us
cnobp.us,NaT,24.44,stooq:us
cnqq.us,NaT,21.66,stooq:us
cnsp.us,NaT,2.27,stooq:us
cnta.us,NaT,28.63,stooq:us
cntb.us,NaT,3.62,stooq:us
cntn.us,NaT,3.27,stooq:us
cntx.us,NaT,2.6,stooq:us
cnty.us,NaT,1.38,stooq:us
cnvs.us,NaT,2.4,stooq:us
cnxc.us,NaT,26.67,stooq:us
cnxn.us,NaT,57.23,stooq:us
coch.us,NaT,0.665,stooq:us
cochw.us,NaT,0.06,stooq:us
coco.us,NaT,47.0,stooq:us
cocp.us,NaT,1.03,stooq:us
coda.us,NaT,11.43,stooq:us
codx.us,NaT,1.76,stooq:us
coep.us,NaT,10.95,stooq:us
coepw.us,NaT,0.016,stooq:us
cofs.us,NaT,27.4,stooq:us
cogt.us,NaT,35.6625,stooq:us
cohu.us,NaT,30.5,stooq:us
coin.us,NaT,164.53,stooq:us
coke.us,NaT,182.17,stooq:us
cola.us,NaT,10.49,stooq:us
colar.us,NaT,0.29,stooq:us
colau.us,NaT,10.68,stooq:us
colb.us,NaT,26.805,stooq:us
coll.us,NaT,32.62,stooq:us
colm.us,NaT,55.07,stooq:us
conx.us,NaT,7.54,stooq:us
coo.us,NaT,70.36,stooq:us
coot.us,NaT,0.58,stooq:us
cootw.us,NaT,0.0202,stooq:us
cort.us,NaT,37.81,stooq:us
corz.us,NaT,15.2,stooq:us
corzw.us,NaT,8.97,stooq:us
corzz.us,NaT,15.05,stooq:us
cosm.us,NaT,0.3193,stooq:us
cost.us,NaT,987.0,stooq:us
cotg.us,NaT,14.81,stooq:us
coya.us,NaT,3.99,stooq:us
cpb.us,NaT,22.22,stooq:us
cpbi.us,NaT,17.11,stooq:us
cphc.us,NaT,15.3101,stooq:us
cpix.us,NaT,3.255,stooq:us
cpop.us,NaT,0.306049,stooq:us
cprt.us,NaT,32.615,stooq:us
cprx.us,NaT,23.4,stooq:us
cpsh.us,NaT,3.67,stooq:us
cpss.us,NaT,7.57,stooq:us
cpz.us,NaT,13.5,stooq:us
crac.us,NaT,10.0,stooq:us
cracr.us,NaT,0.1804,stooq:us
cracu.us,NaT,10.2,stooq:us
cracw.us,NaT,0.075,stooq:us
crai.us,NaT,154.27,stooq:us
cran.us,NaT,9.915,stooq:us
cranr.us,NaT,0.1751,stooq:us
cranu.us,NaT,10.1016,stooq:us
craq.us,NaT,10.16,stooq:us
craqr.us,NaT,0.2,stooq:us
craqu.us,NaT,10.71,stooq:us
crbp.us,NaT,8.68,stooq:us
crbu.us,NaT,1.79,stooq:us
crct.us,NaT,3.82,stooq:us
crdf.us,NaT,1.6,stooq:us
crdl.us,NaT,1.25,stooq:us
crdo.us,NaT,95.13,stooq:us
cre.us,NaT,2.48,stooq:us
creg.us,NaT,0.2178,stooq:us
cresw.us,NaT,0.0015,stooq:us
cresy.us,NaT,12.2,stooq:us
crex.us,NaT,3.345,stooq:us
crgo.us,NaT,1.71,stooq:us
cris.us,NaT,0.5555,stooq:us
crmd.us,NaT,6.72,stooq:us
crml.us,NaT,7.2,stooq:us
crmlw.us,NaT,3.25,stooq:us
crmt.us,NaT,13.04,stooq:us
crmu.us,NaT,3.9953,stooq:us
crnc.us,NaT,6.09,stooq:us
crnt.us,NaT,2.115,stooq:us
crnx.us,NaT,33.64,stooq:us
cron.us,NaT,2.5,stooq:us
crox.us,NaT,80.13,stooq:us
crsp.us,NaT,45.89,stooq:us
crsr.us,NaT,5.36,stooq:us
crto.us,NaT,17.01,stooq:us
crus.us,NaT,145.0,stooq:us
crvl.us,NaT,53.85,stooq:us
crvo.us,NaT,3.72,stooq:us
crvs.us,NaT,13.91,stooq:us
crwd.us,NaT,379.57,stooq:us
crws.us,NaT,2.62,stooq:us
crwv.us,NaT,75.31,stooq:us
csai.us,NaT,0.66,stooq:us
csbr.us,NaT,5.812,stooq:us
csco.us,NaT,79.86,stooq:us
csgp.us,NaT,40.16,stooq:us
csgs.us,NaT,80.48,stooq:us
csiq.us,NaT,13.47,stooq:us
cspi.us,NaT,8.0,stooq:us
csq.us,NaT,16.73,stooq:us
cste.us,NaT,1.035,stooq:us
cstl.us,NaT,23.54,stooq:us
cswc.us,NaT,21.5,stooq:us
csx.us,NaT,40.2,stooq:us
ctaau.us,NaT,10.0,stooq:us
ctas.us,NaT,167.11,stooq:us
ctbi.us,NaT,60.35,stooq:us
ctkb.us,NaT,4.31,stooq:us
ctlp.us,NaT,10.6,stooq:us
ctmx.us,NaT,4.49,stooq:us
ctnm.us,NaT,13.24,stooq:us
ctnt.us,NaT,1.365,stooq:us
ctor.us,NaT,0.5287,stooq:us
ctrm.us,NaT,1.75,stooq:us
ctrn.us,NaT,42.02,stooq:us
ctsh.us,NaT,60.14,stooq:us
ctso.us,NaT,0.59,stooq:us
ctw.us,NaT,2.33,stooq:us
ctxr.us,NaT,0.7123,stooq:us
